pathway	systematicName
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2	M29814
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	M1044
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	M27656
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	M27297
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	M27650
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	M27651
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	M27648
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	M27113
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	M17386
REACTOME_CREATINE_METABOLISM	M27681
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	M1078
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	M837
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	M27363
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE	M10546
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	M27773
REACTOME_CREB_PHOSPHORYLATION	M27096
REACTOME_CRISTAE_FORMATION	M27818
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	M8245
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	M26926
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	M510
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	M27164
REACTOME_CS_DS_DEGRADATION	M651
REACTOME_CTLA4_INHIBITORY_SIGNALING	M5876
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	M808
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	M27674
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	M29724
REACTOME_CYP2E1_REACTIONS	M27130
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	M26907
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	M5650
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	M1060
REACTOME_CYTOPROTECTION_BY_HMOX1	M41830
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY	M27193
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	M27046
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	M16289
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	M6591
REACTOME_DAG_AND_IP3_SIGNALING	M512
REACTOME_DAP12_INTERACTIONS	M27151
REACTOME_DAP12_SIGNALING	M27171
REACTOME_DARPP_32_EVENTS	M751
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	M889
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	M1002
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	M27272
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	M839
REACTOME_DEADENYLATION_OF_MRNA	M13492
REACTOME_DEATH_RECEPTOR_SIGNALLING	M27697
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	M27465
REACTOME_DECTIN_2_FAMILY	M27483
REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D	M27265
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	M27258
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS	M27412
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	M27563
REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	M27260
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	M27259
REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1	M27262
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	M27261
REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5	M27575
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	M27263
REACTOME_DEFECTIVE_F9_ACTIVATION	M39004
REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B	M39001
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A	M39000
REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC	M27410
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS	M42527
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3	M27411
REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS	M41726
REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15	M27264
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	M27248
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM	M27242
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	M27243
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS	M38996
REACTOME_DEFENSINS	M557
REACTOME_DEGRADATION_OF_AXIN	M27398
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	M27079
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE	M26981
REACTOME_DEGRADATION_OF_DVL	M27399
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	M27470
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	M587
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	M27360
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	M29714
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	M27105
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	M27244
REACTOME_DEUBIQUITINATION	M27574
REACTOME_DEVELOPMENTAL_BIOLOGY	M509
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	M27227
REACTOME_DIGESTION	M27790
REACTOME_DIGESTION_AND_ABSORPTION	M27837
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	M1091
REACTOME_DIGESTION_OF_DIETARY_LIPID	M27069
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	M27400
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	M27257
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	M27468
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS	M27274
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	M27303
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	M27573
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR	M29801
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	M27546
REACTOME_DISEASES_OF_DNA_REPAIR	M29854
REACTOME_DISEASES_OF_GLYCOSYLATION	M27275
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	M27428
REACTOME_DISEASES_OF_METABOLISM	M27554
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR	M27448
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	M39005
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	M29829
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	M27547
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	M26920
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	M27476
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	M26900
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	M27712
REACTOME_DNA_DAMAGE_BYPASS	M27698
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	M27592
REACTOME_DNA_DAMAGE_REVERSAL	M27702
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	M27191
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	M27582
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	M27589
REACTOME_DNA_METHYLATION	M27429
REACTOME_DNA_REPAIR	M15434
REACTOME_DNA_REPLICATION	M1017
REACTOME_DNA_REPLICATION_INITIATION	M27664
REACTOME_DNA_REPLICATION_PRE_INITIATION	M27665
REACTOME_DNA_STRAND_ELONGATION	M19312
REACTOME_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT	M42518
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	M12627
REACTOME_DOPAMINE_RECEPTORS	M27301
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	M549
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	M27756
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	M26930
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	M669
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	M628
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	M779
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	M595
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	M27510
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	M27515
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3	M27520
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	M27523
REACTOME_DRUG_ADME	M45012
REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY	M45016
REACTOME_DSCAM_INTERACTIONS	M994
REACTOME_DUAL_INCISION_IN_GG_NER	M27595
REACTOME_DUAL_INCISION_IN_TC_NER	M27601
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	M5756
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	M6768
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	M27763
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	M4280
REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS	M45028
REACTOME_ECM_PROTEOGLYCANS	M27219
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	M12123
REACTOME_EGFR_DOWNREGULATION	M16597
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	M27133
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	M27156
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	M29808
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	M10620
REACTOME_EICOSANOIDS	M27129
REACTOME_ELASTIC_FIBRE_FORMATION	M26969
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS	M29532
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	M26945
REACTOME_ENDOGENOUS_STEROLS	M11184
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	M1009
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	M525
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	M19861
REACTOME_ENOS_ACTIVATION	M27111
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	M27311
REACTOME_EPH_EPHRIN_SIGNALING	M27201
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	M27309
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	M27308
REACTOME_EPHRIN_SIGNALING	M27310
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	M27131
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	M27875
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	M27097
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	M27729
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	M27608
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	M27343
REACTOME_ERK_MAPK_TARGETS	M13408
REACTOME_ERKS_ARE_INACTIVATED	M8410
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	M29536
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	M26928
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	M27905
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG	M27906
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	M27908
REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5	M27907
REACTOME_ESR_MEDIATED_SIGNALING	M27794
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	M27177
REACTOME_ESTROGEN_BIOSYNTHESIS	M27070
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	M27888
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	M27952
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	M27951
REACTOME_ETHANOL_OXIDATION	M14663
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	M29556
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	M27686
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	M27016
REACTOME_EXTENSION_OF_TELOMERES	M14804
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	M27874
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	M610
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	M26948
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	M941
REACTOME_FANCONI_ANEMIA_PATHWAY	M14990
REACTOME_FASL_CD95L_SIGNALING	M27710
REACTOME_FATTY_ACID_METABOLISM	M27854
REACTOME_FATTY_ACIDS	M27126
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	M27356
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	M729
REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER	M27197
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	M27175
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	M27206
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	M27205
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	M27207
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	M27107
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	M29842
REACTOME_FCGR_ACTIVATION	M27108
REACTOME_FERTILIZATION	M26922
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	M1092
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	M661
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	M27063
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	M27065
REACTOME_FGFR2_ALTERNATIVE_SPLICING	M27632
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	M27062
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	M27049
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	M27066
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	M1087
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	M27061
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	M27064
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	M27540
REACTOME_FIBRONECTIN_MATRIX_FORMATION	M26970
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE	M27204
REACTOME_FLT3_SIGNALING	M29803
REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS	M41737
REACTOME_FLT3_SIGNALING_IN_DISEASE	M41724
REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES	M41736
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC	M27299
REACTOME_FORMATION_OF_APOPTOSOME	M41721
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	M11716
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	M2844
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	M1005
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX	M805
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	M27189
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	M27599
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	M27101
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	M27649
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	M26919
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	M9648
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	M27544
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	M27370
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	M27938
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	M27946
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	M27940
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	M27941
REACTOME_FREE_FATTY_ACID_RECEPTORS	M27368
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	M27317
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	M27513
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	M27517
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	M27519
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	M27522
REACTOME_FRUCTOSE_CATABOLISM	M27675
REACTOME_FRUCTOSE_METABOLISM	M27506
REACTOME_G0_AND_EARLY_G1	M532
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	M27672
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	M1040
REACTOME_G2_M_CHECKPOINTS	M19381
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	M1080
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	M27669
REACTOME_G2_PHASE	M27663
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	M800
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	M600
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	M18437
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	M4904
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	M10775
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	M27853
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	M14301
REACTOME_G_PROTEIN_ACTIVATION	M13115
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	M14309
REACTOME_G_PROTEIN_MEDIATED_EVENTS	M26911
REACTOME_GAB1_SIGNALOSOME	M10450
REACTOME_GABA_B_RECEPTOR_ACTIVATION	M954
REACTOME_GABA_RECEPTOR_ACTIVATION	M976
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	M927
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	M26993
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	M12484
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	M27593
REACTOME_GAP_JUNCTION_ASSEMBLY	M14981
REACTOME_GAP_JUNCTION_DEGRADATION	M15243
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	M26972
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	M657
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	M27611
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	M27820
REACTOME_GENE_SILENCING_BY_RNA	M715
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	M16523
REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION	M45017
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	M27501
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	M27594
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	M791
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	M11575
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	M10322
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	M27076
REACTOME_GLUCONEOGENESIS	M13748
REACTOME_GLUCOSE_METABOLISM	M1870
REACTOME_GLUCURONIDATION	M17787
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	M27851
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	M630
REACTOME_GLUTATHIONE_CONJUGATION	M1443
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	M27028
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	M706
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	M27657
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	M19193
REACTOME_GLYCOGEN_METABOLISM	M27857
REACTOME_GLYCOGEN_STORAGE_DISEASES	M27236
REACTOME_GLYCOGEN_SYNTHESIS	M27247
REACTOME_GLYCOLYSIS	M5113
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	M695
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	M576
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	M27293
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	M1877
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	M26983
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	M27751
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	M27352
REACTOME_GPCR_LIGAND_BINDING	M507
REACTOME_GPER1_SIGNALING	M45008
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	M773
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	M562
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	M1262
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	M26937
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	M519
REACTOME_HATS_ACETYLATE_HISTONES	M27233
REACTOME_HCMV_EARLY_EVENTS	M29805
REACTOME_HCMV_INFECTION	M29804
REACTOME_HCMV_LATE_EVENTS	M29806
REACTOME_HDACS_DEACETYLATE_HISTONES	M27230
REACTOME_HDL_ASSEMBLY	M27840
REACTOME_HDL_CLEARANCE	M27844
REACTOME_HDL_REMODELING	M27849
REACTOME_HDMS_DEMETHYLATE_HISTONES	M27232
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	M27570
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	M27569
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	M27568
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	M27439
REACTOME_HEDGEHOG_OFF_STATE	M27471
REACTOME_HEDGEHOG_ON_STATE	M27497
REACTOME_HEME_BIOSYNTHESIS	M27059
REACTOME_HEME_DEGRADATION	M27060
REACTOME_HEME_SIGNALING	M41832
REACTOME_HEMOSTASIS	M8395
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	M692
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	M27597
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	M883
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	M27596
REACTOME_HISTIDINE_CATABOLISM	M27678
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	M27010
REACTOME_HIV_INFECTION	M12469
REACTOME_HIV_LIFE_CYCLE	M4076
REACTOME_HIV_TRANSCRIPTION_ELONGATION	M29569
REACTOME_HIV_TRANSCRIPTION_INITIATION	M29568
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	M27588
REACTOME_HOMOLOGY_DIRECTED_REPAIR	M27584
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	M13070
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	M5283
REACTOME_HS_GAG_BIOSYNTHESIS	M685
REACTOME_HS_GAG_DEGRADATION	M636
REACTOME_HSF1_ACTIVATION	M27252
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	M27255
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	M27251
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	M27390
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	M27144
REACTOME_HYALURONAN_METABOLISM	M666
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	M660
REACTOME_HYDROLYSIS_OF_LPC	M26960
